instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
288,2011-10-15,4,0,10,0,6,0,1,61.4,62.37777092,48.4,11,1899,3318,5217
289,2011-10-16,4,0,10,0,0,0,1,61.9,62.94730301,49,11.8,1748,3293,5041
290,2011-10-17,4,0,10,0,1,1,1,63.8,66.72838533,57.6,7.4,713,3857,4570
291,2011-10-18,4,0,10,0,2,1,2,63.8,64.99356253,69.9,4.6,637,4111,4748
292,2011-10-19,4,0,10,0,3,1,3,65.1,68.63354319,91,9.5,254,2170,2424
293,2011-10-20,4,0,10,0,4,1,1,59.2,60.38114485,67.4,16.9,471,3724,4195
294,2011-10-21,4,0,10,0,5,1,1,54.3,54.80044665,58.5,9,676,3628,4304
295,2011-10-22,4,0,10,0,6,0,1,53.4,53.0244987,63.8,3.9,1499,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,53.8,53.71515984,74.2,4.3,1619,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,57.6,58.38964703,77.3,5.5,699,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,58.6,59.64863491,61.8,7.4,695,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,59.9,61.33414114,71.9,6,404,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,59.2,60.8778985,81.8,10.1,240,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,45.9,47.63068736,58.7,9.2,456,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,38.5,42.93493351,89,15.8,57,570,627
303,2011-10-30,4,0,10,0,0,0,1,43.8,43.50530018,63,6.8,885,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,46.4,44.30676594,69.3,4.1,362,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,51.7,52.18759091,69,5.7,410,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,49.6,47.99388926,72.3,3.5,370,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,52.5,52.81195725,70.8,5.6,318,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,52,51.99239449,63.6,11.3,470,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,45.3,45.69347638,51.8,8,1156,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,47.3,45.46926217,73.3,3.7,952,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,49.9,49.1691841,79.5,2.4,373,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,52.8,52.2988274,71.8,2.9,376,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,51.9,50.748144,76.3,2.7,305,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,49.6,50.43334466,86.5,7.3,190,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,44.6,47.12205712,45.7,12.9,440,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,48.2,48.02831017,56.3,8.9,1275,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,55.6,56.92791732,46,12.1,1004,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,63.9,64.55628159,58.7,12.9,595,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,63.3,66.09611509,68.8,7.7,449,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,57,57.59006655,94.1,5.7,145,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,46.1,48.73089527,56.9,12.3,139,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,40.5,40.71473594,41.7,7.4,245,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,45.6,46.25824835,51.1,9.5,943,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,57.8,58.59354261,69.9,7.2,787,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,55.6,55.9045706,92.1,6.4,220,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,53.3,52.66436272,95.9,4.6,69,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,56.4,57.7487677,79.1,12.8,112,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,49.5,49.61455657,56.3,7.1,560,935,1495
329,2011-11-25,4,0,11,0,5,1,1,49.5,48.76257976,64.4,4.2,1095,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,49.6,48.40806571,68.9,2.7,1249,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,57.3,57.72327578,70.4,9.1,810,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,61.1,62.76499688,74.8,5.7,253,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,55.4,56.25399767,84.8,12.1,96,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,45,46.99233021,61.1,11.3,188,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,43.8,44.7956826,53.8,8.8,182,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,44,41.70782028,63.2,4.3,268,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,42.9,41.32034455,61.6,3.8,706,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,45.6,43.21393526,78,3.5,634,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,51,49.95235895,82.8,2.9,233,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,57,57.76183173,98,9.5,126,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,52.4,53.67698865,97.4,10.2,50,655,705
342,2011-12-08,4,0,12,0,4,1,1,39.8,41.17784602,58.2,10,150,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,42.3,38.74207475,70.3,3.9,261,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,40.3,41.59910214,49.8,9.9,502,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,35.7,31.14206412,50.3,2.5,377,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,37.3,32.90137863,68.1,2.5,143,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,41.1,38.55624332,59.6,5.8,155,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,44.7,41.94398307,65.3,2.8,178,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,54.3,55.6518459,63.9,11.8,181,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,48.8,50.858056,48.9,10.9,178,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,39,40.40159842,56.4,10,275,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,37.2,36.10238498,59,6.9,220,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,41.3,40.67285474,62.9,7.3,260,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,50.6,49.24442634,60.2,2.7,216,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,55.5,55.54097501,88.1,10.4,107,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,52.6,52.25585174,79.6,3.5,227,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,49.5,48.95191291,76.1,10.9,163,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,42.7,43.16489664,55.5,8.1,155,856,1011
359,2011-12-25,1,0,12,0,0,0,1,40.1,39.35833312,70.1,6.6,303,451,754
360,2011-12-26,1,0,12,1,1,0,1,45,45.88478299,50.2,10.1,430,887,1317
361,2011-12-27,1,0,12,0,2,1,2,48.4,48.01103674,83.4,10,103,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,42.1,44.9805089,50.3,11.7,255,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,38.2,35.94773847,59.3,5,254,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,44.4,43.40493708,63.8,5,491,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,52.8,52.27457675,61.3,9,665,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,50.3,49.54728303,66,9.3,686,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,39.4,42.63861928,39.5,13.8,244,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,28.8,34.21104732,42.6,16.2,89,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,27.1,24.41195941,43.2,7.7,95,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,39.8,38.00178656,54.6,4.8,140,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,46.4,45.56818263,53.8,7.3,307,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,51.1,51.4339724,52.4,7.6,1070,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,45.3,44.93281569,48.1,8.2,599,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,35.5,32.15597485,79.2,3.5,106,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,39.5,38.24497375,76,7.1,173,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,41.4,40.13320722,86.7,5.9,92,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,48.7,48.77165927,82.2,7.6,269,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,39.6,43.53916475,52.3,15.4,174,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,32.1,31.55876714,46.2,8.8,333,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,30.7,31.65770704,42.4,9.8,284,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,34,33.88177045,54.9,10.5,217,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,50.6,51.81750147,72.5,14.1,127,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,40.8,44.96205832,44.2,16.5,109,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,34.1,34.09318136,49.9,9.7,130,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,33.2,32.6804189,54.1,8.2,115,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,31.1,30.82576869,85.2,8.2,67,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,30.6,30.64714946,79.7,7.8,196,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,36.4,32.69722124,92.8,5.7,145,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,46.3,45.42362249,82.6,4.6,439,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,42.2,42.10638794,64.5,6.3,467,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,47,45.10138745,79,4,244,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,55.2,56.47799741,81.5,12.6,269,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,44.3,42.86857273,52.6,9.3,775,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,41.2,42.67731491,32.8,10.5,558,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,40.2,41.20138372,40.7,9,126,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,52,53.18409617,40.7,11.1,324,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,58.2,58.52796428,52.2,7.5,304,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,50.9,50.92500533,70.5,8.2,190,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,43.4,43.95936007,54.1,7.2,310,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,39.3,38.06678192,80.2,5.3,384,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,39.9,40.09790036,67.7,7.4,318,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,41.6,39.66094202,62.5,7.1,206,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,47.5,46.58749972,49.3,6.5,199,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,38.6,37.1868066,76.7,6,109,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,39.8,40.25756905,56,8.2,163,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,41.1,39.31841851,55.5,4.9,227,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,35.7,37.95170368,76.9,12.8,192,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,26.9,33.73812194,49.6,17.4,73,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,36.9,36.02361427,42.4,6.3,94,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,45.7,43.67751642,49.8,6.4,135,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,46.9,46.46038211,55.2,8,141,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,44.3,42.48928738,76.9,3.6,74,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,44.4,43.35246865,74.6,7,349,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,47,45.84187663,52.7,8.9,1435,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,39.8,41.92815327,59.9,8.7,618,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,41.3,42.29839314,49.4,9.3,502,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,41.8,40.76786451,61.3,8.7,163,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,52.4,52.82249132,55.7,10,394,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,57,58.24671389,55.1,7.7,516,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,53.1,52.65152529,79.8,9.1,246,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,40.6,46.18292676,43.7,17.8,317,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,41.3,42.97149955,43.1,8.5,515,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,49.8,51.0121876,48.6,11.2,253,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,47.7,48.46125705,39.1,8.3,229,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,48.4,47.82748357,86.6,9.1,65,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,57.3,58.56106262,71.8,8.2,325,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,47.9,47.03356112,74.5,5.7,246,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,51.7,51.78439704,69.6,6.6,956,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,44,47.31240409,41.3,13.7,710,2713,3423
430,2012-03-05,1,1,3,0,1,1,1,38,38.34065456,51,10.8,203,3130,3333
431,2012-03-06,1,1,3,0,2,1,1,39.5,40.0096984,48.2,8.8,221,3735,3956
432,2012-03-07,1,1,3,0,3,1,1,53.4,56.04393093,51.4,14.7,432,4484,4916
433,2012-03-08,1,1,3,0,4,1,1,64.2,64.55440675,56,18.9,486,4896,5382
434,2012-03-09,1,1,3,0,5,1,2,51.6,53.38678009,40.8,16.9,447,4122,4569
435,2012-03-10,1,1,3,0,6,0,1,41.2,42.64365457,36.8,9,968,3150,4118
436,2012-03-11,1,1,3,0,0,0,1,48.8,49.08072177,48.7,9.8,1658,3253,4911
437,2012-03-12,1,1,3,0,1,1,1,58.5,59.40055419,48.7,8.5,838,4460,5298
438,2012-03-13,1,1,3,0,2,1,1,66.7,69.41147001,61,9.7,762,5085,5847
439,2012-03-14,1,1,3,0,3,1,1,67.2,70.12542448,50.3,5,997,5315,6312
440,2012-03-15,1,1,3,0,4,1,1,65.5,68.53328954,59,6.5,1005,5187,6192
441,2012-03-16,1,1,3,0,5,1,2,55,54.9500721,84.5,4.7,548,3830,4378
442,2012-03-17,1,1,3,0,6,0,2,60.5,61.59261434,78.7,4,3155,4681,7836
443,2012-03-18,1,1,3,0,0,0,2,58.2,59.26616379,80.8,5.3,2207,3685,5892
444,2012-03-19,1,1,3,0,1,1,1,65.3,66.79260014,71.9,6.8,982,5171,6153
445,2012-03-20,1,1,3,0,2,1,1,66,68.73298015,82.4,5.4,1051,5042,6093
446,2012-03-21,2,1,3,0,3,1,2,62.8,65.05244458,84.8,4.7,1122,5108,6230
447,2012-03-22,2,1,3,0,4,1,1,63.4,66.09550217,88,4.2,1334,5537,6871
448,2012-03-23,2,1,3,0,5,1,2,69.6,73.45807282,69.8,5.2,2469,5893,8362
449,2012-03-24,2,1,3,0,6,0,2,60.6,62.56304791,91.3,8.5,1033,2339,3372
450,2012-03-25,2,1,3,0,0,0,2,55.2,55.2015141,88.8,9.3,1532,3464,4996
451,2012-03-26,2,1,3,0,1,1,1,55.3,56.19274051,45.6,16.6,795,4763,5558
452,2012-03-27,2,1,3,0,2,1,1,45,46.09472714,30.4,7.9,531,4571,5102
453,2012-03-28,2,1,3,0,3,1,1,60.9,62.60913112,49.3,12.1,674,5024,5698
454,2012-03-29,2,1,3,0,4,1,1,59.6,61.06595259,43.2,13.6,834,5299,6133
455,2012-03-30,2,1,3,0,5,1,2,49,48.26673695,59.6,5.6,796,4663,5459
456,2012-03-31,2,1,3,0,6,0,2,53.8,54.11371043,74.4,10.1,2301,3934,6235
457,2012-04-01,2,1,4,0,0,0,2,54.2,55.3100111,68.7,6.6,2347,3694,6041
458,2012-04-02,2,1,4,0,1,1,1,54.8,55.62037271,54.2,12,1208,4728,5936
459,2012-04-03,2,1,4,0,2,1,1,58.2,58.85378096,39.7,4.2,1348,5424,6772
460,2012-04-04,2,1,4,0,3,1,1,64.9,65.89968751,45.6,7.7,1058,5378,6436
461,2012-04-05,2,1,4,0,4,1,1,54.6,55.08589559,38.4,8.7,1192,5265,6457
462,2012-04-06,2,1,4,0,5,1,1,52.2,53.8786095,37.1,13.2,1807,4653,6460
463,2012-04-07,2,1,4,0,6,0,1,55.7,57.18632151,25.3,11.4,3252,3605,6857
464,2012-04-08,2,1,4,0,0,0,1,60.9,61.83682794,28.2,9.7,2230,2939,5169
465,2012-04-09,2,1,4,0,1,1,1,59.7,61.26928592,32.3,14.9,905,4680,5585
466,2012-04-10,2,1,4,0,2,1,1,55.9,57.23703915,42.6,10.8,819,5099,5918
467,2012-04-11,2,1,4,0,3,1,1,47.1,48.69507166,48.2,12.2,482,4380,4862
468,2012-04-12,2,1,4,0,4,1,1,52.3,53.6352824,44.7,12.1,663,4746,5409
469,2012-04-13,2,1,4,0,5,1,1,55.7,57.07918797,41.9,6.6,1252,5146,6398
470,2012-04-14,2,1,4,0,6,0,1,61,61.87550718,50.3,8.2,2795,4665,7460
471,2012-04-15,2,1,4,0,0,0,1,70.8,74.84560854,50.7,9.7,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0,1,75.7,81.76190901,56.3,11.5,1198,5172,6370
473,2012-04-17,2,1,4,0,2,1,1,69.9,71.04995881,38,11.6,989,5702,6691
474,2012-04-18,2,1,4,0,3,1,2,56.5,57.27820116,61.7,6.4,347,4020,4367
475,2012-04-19,2,1,4,0,4,1,1,60.3,60.94660518,62.4,3.5,846,5719,6565
476,2012-04-20,2,1,4,0,5,1,1,63.6,64.94308797,68.1,6.7,1340,5950,7290
477,2012-04-21,2,1,4,0,6,0,1,67,70.34172559,69.5,13,2541,4083,6624
478,2012-04-22,2,1,4,0,0,0,3,49.8,50.71582474,85.4,16.8,120,907,1027
479,2012-04-23,2,1,4,0,1,1,2,44.7,47.74932304,77.3,12.8,195,3019,3214
480,2012-04-24,2,1,4,0,2,1,1,52.9,53.95073492,45.7,10.1,518,5115,5633
481,2012-04-25,2,1,4,0,3,1,1,58.7,59.49253993,44.5,5.3,655,5541,6196
482,2012-04-26,2,1,4,0,4,1,2,60.8,62.65449034,77.8,8.3,475,4551,5026
483,2012-04-27,2,1,4,0,5,1,1,56.5,57.10701953,39.2,14,1014,5219,6233
484,2012-04-28,2,1,4,0,6,0,2,50,49.88914025,50.1,5.3,1120,3100,4220
485,2012-04-29,2,1,4,0,0,0,1,55.1,56.10524348,65.4,4.3,2229,4075,6304
486,2012-04-30,2,1,4,0,1,1,2,57.1,57.90729152,55.5,6.7,665,4907,5572
487,2012-05-01,2,1,5,0,2,1,2,70.1,74.51140132,68.8,6.6,653,5087,5740
488,2012-05-02,2,1,5,0,3,1,1,65.8,69.01369149,81.2,6.8,667,5502,6169
489,2012-05-03,2,1,5,0,4,1,2,64.8,67.54497973,78.8,6,764,5657,6421
490,2012-05-04,2,1,5,0,5,1,1,73.5,78.05030148,71.1,7.7,1069,5227,6296
491,2012-05-05,2,1,5,0,6,0,2,71.6,76.1388096,74.7,7.1,2496,4387,6883
492,2012-05-06,2,1,5,0,0,0,2,65.6,67.49131667,75.4,6.6,2135,4224,6359
493,2012-05-07,2,1,5,0,1,1,2,62.8,64.03397946,70,9.3,1008,5265,6273
494,2012-05-08,2,1,5,0,2,1,2,68.2,71.16009514,70.2,12.3,738,4990,5728
495,2012-05-09,2,1,5,0,3,1,2,66.9,69.55833823,76.8,9.3,620,4097,4717
496,2012-05-10,2,1,5,0,4,1,1,61.3,63.05131105,54.1,13.1,1026,5546,6572
497,2012-05-11,2,1,5,0,5,1,1,64,65.53600098,35.8,9.9,1319,5711,7030
498,2012-05-12,2,1,5,0,6,0,1,66.8,69.17250306,48.5,5.1,2622,4807,7429
499,2012-05-13,2,1,5,0,0,0,1,71,74.3073758,57.1,9.5,2172,3946,6118
500,2012-05-14,2,1,5,0,1,1,2,66.4,69.22951664,81.5,8.7,342,2501,2843
501,2012-05-15,2,1,5,0,2,1,2,69.8,74.07019486,83.1,5.5,625,4490,5115
502,2012-05-16,2,1,5,0,3,1,1,73.3,78.30477973,68.3,6,991,6433,7424
503,2012-05-17,2,1,5,0,4,1,1,69,71.49676483,50.9,9.5,1242,6142,7384
504,2012-05-18,2,1,5,0,5,1,1,66.6,68.17653873,51.8,6,1521,6118,7639
505,2012-05-19,2,1,5,0,6,0,1,70,74.0860951,45.8,3.5,3410,4884,8294
506,2012-05-20,2,1,5,0,0,0,1,71.4,75.90750197,56.8,11,2704,4425,7129
507,2012-05-21,2,1,5,0,1,1,2,69.9,73.93656816,80.9,9.3,630,3729,4359
508,2012-05-22,2,1,5,0,2,1,2,70.1,74.22459433,78.8,5.1,819,5254,6073
509,2012-05-23,2,1,5,0,3,1,2,72.8,77.41434935,75.1,5.4,766,4494,5260
510,2012-05-24,2,1,5,0,4,1,1,73.3,79.13548706,76.5,6.7,1059,5711,6770
511,2012-05-25,2,1,5,0,5,1,1,76.2,82.57148275,76.7,5.9,1417,5317,6734
512,2012-05-26,2,1,5,0,6,0,1,77.1,83.07465738,74.9,8.1,2855,3681,6536
513,2012-05-27,2,1,5,0,0,0,1,77.6,83.47663406,70.8,8.7,3283,3308,6591
514,2012-05-28,2,1,5,1,1,0,1,80.3,84.22456941,67.4,8.3,2557,3486,6043
515,2012-05-29,2,1,5,0,2,1,1,79.4,85.24098355,70.2,12.6,880,4863,5743
516,2012-05-30,2,1,5,0,3,1,2,75.4,81.01839677,66.2,5.8,745,6110,6855
517,2012-05-31,2,1,5,0,4,1,1,77.4,83.36699249,47.5,7.8,1100,6238,7338
518,2012-06-01,2,1,6,0,5,1,2,73.6,79.19358644,79,9.5,533,3594,4127
519,2012-06-02,2,1,6,0,6,0,1,68.2,70.25278763,55,8.2,2795,5325,8120
520,2012-06-03,2,1,6,0,0,0,1,70.1,73.43562272,49.1,7.6,2494,5147,7641
521,2012-06-04,2,1,6,0,1,1,1,69.6,71.91288694,49.1,12.6,1071,5927,6998
522,2012-06-05,2,1,6,0,2,1,2,63.2,64.99556107,66.4,9.6,968,6033,7001
523,2012-06-06,2,1,6,0,3,1,1,65.8,67.24087503,61.5,3.6,1027,6028,7055
524,2012-06-07,2,1,6,0,4,1,1,71.2,75.33339655,53.5,7.7,1038,6456,7494
525,2012-06-08,2,1,6,0,5,1,1,74.5,80.89315176,46.4,7.2,1488,6248,7736
526,2012-06-09,2,1,6,0,6,0,1,80.2,87.92675537,43.6,6.5,2708,4790,7498
527,2012-06-10,2,1,6,0,0,0,1,81.3,89.03769926,53.5,5.7,2224,4374,6598
528,2012-06-11,2,1,6,0,1,1,2,80.5,87.95696438,58.4,9,1017,5647,6664
529,2012-06-12,2,1,6,0,2,1,2,74.9,81.84761313,85.7,8.9,477,4495,4972
530,2012-06-13,2,1,6,0,3,1,1,74.5,79.95123438,58.1,14.8,1173,6248,7421
531,2012-06-14,2,1,6,0,4,1,1,73.8,76.63081058,57.3,10.3,1180,6183,7363
532,2012-06-15,2,1,6,0,5,1,1,73.2,78.01035825,58,7.3,1563,6102,7665
533,2012-06-16,2,1,6,0,6,0,1,72.7,77.21804802,49.8,7,2963,4739,7702
534,2012-06-17,2,1,6,0,0,0,1,69.2,71.68320294,60.5,6.3,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,66.1,68.94991814,78.9,7.2,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,76.9,80.85146557,70.6,6.1,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,86.4,93.77301571,58.6,4.7,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,88.3,94.55293379,56.8,5.1,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,84.7,90.94370968,58.3,8.6,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,81.9,91.79574397,51.7,7.5,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,82.7,91.17282078,48.2,6.3,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,80.3,87.88638941,49.5,12.7,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,72.5,76.90446424,37.3,14.3,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,78.6,85.55584339,36.6,11.3,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,83.5,92.60449037,42.1,7,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,87.8,93.1078721,56.5,10.4,829,4634,5463
547,2012-06-30,3,1,6,0,6,0,1,84.9,94.46944617,59.5,5.2,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,88.8,96.51368439,52.5,7.1,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,85.9,95.64324908,46.7,8.2,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,85.4,94.90235281,51.7,6.5,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,87.6,94.39783761,53.3,6.7,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,90.3,98.14353656,45.8,8.2,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,90.3,99.39560112,44.1,6.3,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,93.2,99.77148387,49.6,7,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,89.2,92.82309121,58.8,6.2,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,79.2,86.0754213,72.4,7.7,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,78.7,85.33378224,70.8,9.2,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,80.3,88.49904132,62.1,6.3,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,80.2,87.69099946,52.7,6,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,81.6,89.38625162,48.5,3.7,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,79.3,83.73992466,70.1,5.6,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,83.2,87.9944095,70.5,7.3,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,86,90.65649991,59.8,7.9,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,89.4,96.81171894,50,5.6,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,87.7,93.31664496,56.4,8.4,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,83.3,89.75263139,65.6,10.4,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,76,82.54689124,84,9.1,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,69.5,75.30367313,87.6,8.7,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,74.8,80.12678034,78.1,3.7,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,81.7,87.81550875,71.4,6,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,83.3,88.53335537,64.3,9.2,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,80.7,89.35084397,44.7,7.6,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,85.5,89.82598683,60.2,11.1,1036,5825,6861
